movieId,title,genres,genre_array,genre_count,year_str,rating_count,avg_rating,std_rating,min_rating,max_rating,year
1,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",5,1995.0,215,3.92093023255814,0.8348591407114045,0.5,5.0,1995
2,Jumanji (1995),Adventure|Children|Fantasy,"['Adventure', 'Children', 'Fantasy']",3,1995.0,110,3.4318181818181817,0.8817134921476453,0.5,5.0,1995
3,Grumpier Old Men (1995),Comedy|Romance,"['Comedy', 'Romance']",2,1995.0,52,3.2596153846153846,1.0548226531330254,0.5,5.0,1995
4,Waiting to Exhale (1995),Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3,1995.0,7,2.357142857142857,0.8521681032463467,1.0,3.0,1995
5,Father of the Bride Part II (1995),Comedy,['Comedy'],1,1995.0,49,3.071428571428572,0.9071475440448852,0.5,5.0,1995
6,Heat (1995),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",3,1995.0,102,3.946078431372549,0.8172244221533347,1.0,5.0,1995
7,Sabrina (1995),Comedy|Romance,"['Comedy', 'Romance']",2,1995.0,54,3.185185185185185,0.9775609631923282,1.0,5.0,1995
8,Tom and Huck (1995),Adventure|Children,"['Adventure', 'Children']",2,1995.0,8,2.875,1.1259916264596033,1.0,5.0,1995
9,Sudden Death (1995),Action,['Action'],1,1995.0,16,3.125,0.9746794344808964,1.5,5.0,1995
10,GoldenEye (1995),Action|Adventure|Thriller,"['Action', 'Adventure', 'Thriller']",3,1995.0,132,3.496212121212121,0.8593806844280277,0.5,5.0,1995
11,"American President, The (1995)",Comedy|Drama|Romance,"['Comedy', 'Drama', 'Romance']",3,1995.0,70,3.6714285714285713,0.900425480286211,1.0,5.0,1995
12,Dracula: Dead and Loving It (1995),Comedy|Horror,"['Comedy', 'Horror']",2,1995.0,19,2.421052631578948,1.25014619028177,1.0,5.0,1995
13,Balto (1995),Adventure|Animation|Children,"['Adventure', 'Animation', 'Children']",3,1995.0,8,3.125,0.6408699444616557,2.0,4.0,1995
14,Nixon (1995),Drama,['Drama'],1,1995.0,18,3.8333333333333335,0.7071067811865478,3.0,5.0,1995
15,Cutthroat Island (1995),Action|Adventure|Romance,"['Action', 'Adventure', 'Romance']",3,1995.0,13,3.0,1.2076147288491197,1.0,5.0,1995
16,Casino (1995),Crime|Drama,"['Crime', 'Drama']",2,1995.0,82,3.926829268292683,0.8858348619181693,1.0,5.0,1995
17,Sense and Sensibility (1995),Drama|Romance,"['Drama', 'Romance']",2,1995.0,67,3.776119402985074,1.1457549518851469,0.5,5.0,1995
18,Four Rooms (1995),Comedy,['Comedy'],1,1995.0,20,3.7,0.9090191359227175,2.0,5.0,1995
19,Ace Ventura: When Nature Calls (1995),Comedy,['Comedy'],1,1995.0,88,2.727272727272727,1.0637957708161232,1.0,5.0,1995
20,Money Train (1995),Action|Comedy|Crime|Drama|Thriller,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",5,1995.0,15,2.5,0.9819805060619656,1.0,4.0,1995
21,Get Shorty (1995),Comedy|Crime|Thriller,"['Comedy', 'Crime', 'Thriller']",3,1995.0,89,3.49438202247191,0.8676456585288979,1.0,5.0,1995
22,Copycat (1995),Crime|Drama|Horror|Mystery|Thriller,"['Crime', 'Drama', 'Horror', 'Mystery', 'Thriller']",5,1995.0,36,3.2222222222222223,0.8232726023485646,1.0,5.0,1995
23,Assassins (1995),Action|Crime|Thriller,"['Action', 'Crime', 'Thriller']",3,1995.0,16,3.125,1.118033988749895,1.0,5.0,1995
24,Powder (1995),Drama|Sci-Fi,"['Drama', 'Sci-Fi']",2,1995.0,28,3.125,1.0149347725802838,1.0,5.0,1995
25,Leaving Las Vegas (1995),Drama|Romance,"['Drama', 'Romance']",2,1995.0,76,3.625,1.116915395184434,1.0,5.0,1995
26,Othello (1995),Drama,['Drama'],1,1995.0,13,3.5,0.6123724356957944,2.5,4.0,1995
27,Now and Then (1995),Children|Drama,"['Children', 'Drama']",2,1995.0,9,3.333333333333333,1.1989578808281798,2.0,5.0,1995
28,Persuasion (1995),Drama|Romance,"['Drama', 'Romance']",2,1995.0,11,4.227272727272728,0.7862453931068963,2.5,5.0,1995
29,"City of Lost Children, The (Cité des enfants perdus, La) (1995)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,"['Adventure', 'Drama', 'Fantasy', 'Mystery', 'Sci-Fi']",5,1995.0,38,4.0131578947368425,0.8259870598526935,2.0,5.0,1995
30,Shanghai Triad (Yao a yao yao dao waipo qiao) (1995),Crime|Drama,"['Crime', 'Drama']",2,1995.0,3,3.0,1.7320508075688772,1.0,4.0,1995
31,Dangerous Minds (1995),Drama,['Drama'],1,1995.0,38,3.1842105263157894,0.989273912220329,0.5,5.0,1995
