movieId,title,genres,genre_array,genre_count,year_str,rating_count,avg_rating,std_rating,min_rating,max_rating,year
2769,"Yards, The (2000)",Crime|Drama,"['Crime', 'Drama']",2,2000.0,5,3.4,1.3416407864998738,2.0,5.0,2000
3177,Next Friday (2000),Comedy,['Comedy'],1,2000.0,6,3.25,0.987420882906575,2.0,4.0,2000
3190,Supernova (2000),Adventure|Sci-Fi|Thriller,"['Adventure', 'Sci-Fi', 'Thriller']",3,2000.0,4,2.0,1.4142135623730951,1.0,4.0,2000
3225,Down to You (2000),Comedy|Romance,"['Comedy', 'Romance']",2,2000.0,4,2.0,1.1547005383792517,1.0,3.0,2000
3273,Scream 3 (2000),Comedy|Horror|Mystery|Thriller,"['Comedy', 'Horror', 'Mystery', 'Thriller']",4,2000.0,29,2.6724137931034484,1.1747025616616251,0.5,5.0,2000
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,"['Action', 'Crime', 'Drama', 'Thriller']",4,2000.0,43,4.22093023255814,0.5804588248942072,2.5,5.0,2000
3276,Gun Shy (2000),Comedy,['Comedy'],1,2000.0,1,1.0,0.0,1.0,1.0,2000
3285,"Beach, The (2000)",Adventure|Drama,"['Adventure', 'Drama']",2,2000.0,32,3.0625,1.029797975802896,1.0,4.5,2000
3286,Snow Day (2000),Comedy,['Comedy'],1,2000.0,5,2.3,1.095445115010332,1.0,4.0,2000
3287,"Tigger Movie, The (2000)",Animation|Children,"['Animation', 'Children']",2,2000.0,3,3.1666666666666665,1.2583057392117916,2.0,4.5,2000
3298,Boiler Room (2000),Crime|Drama|Thriller,"['Crime', 'Drama', 'Thriller']",3,2000.0,21,3.7142857142857135,0.6239276514834987,2.0,4.5,2000
3299,Hanging Up (2000),Comedy|Drama,"['Comedy', 'Drama']",2,2000.0,3,2.6666666666666665,1.5275252316519468,1.0,4.0,2000
3300,Pitch Black (2000),Horror|Sci-Fi|Thriller,"['Horror', 'Sci-Fi', 'Thriller']",3,2000.0,39,3.5641025641025643,0.787897662165515,1.0,5.0,2000
